['Fi', 'R', 'U', 'Ui', 'Fi', 'Li', 'F', 'Bi', 'Ui', 'Ui', 'R', 'Li', 'Ri', 'D', 'R', 'L', 'Bi', 'Fi', 'D', 'R', 'Fi', 'R', 'L', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'F']
['D', 'Li', 'F', 'F', 'Fi', 'D', 'Bi', 'Bi', 'R', 'Ri', 'Fi', 'Di', 'B', 'F', 'Bi', 'L', 'R', 'Ui', 'Di', 'Ui', 'Li', 'Bi', 'Ri', 'F', 'Fi', 'R', 'Ui', 'R', 'R', 'B']
['L', 'Bi', 'D', 'R', 'U', 'L', 'U', 'Bi', 'L', 'D', 'B', 'Bi', 'D', 'Ui', 'B', 'Fi', 'F', 'U', 'R', 'Ri', 'Di', 'Li', 'L', 'F', 'R', 'Fi', 'Ri', 'F', 'Ri', 'B']
['Li', 'Li', 'B', 'Li', 'Ri', 'Ri', 'D', 'Li', 'Fi', 'B', 'Fi', 'Di', 'B', 'Bi', 'U', 'F', 'Bi', 'L', 'Bi', 'B', 'F', 'D', 'B', 'F', 'Ri', 'D', 'R', 'U', 'Fi', 'Ri']
['Di', 'Fi', 'Ui', 'Ui', 'Fi', 'Di', 'F', 'D', 'Li', 'Fi', 'Di', 'R', 'U', 'L', 'B', 'F', 'Li', 'B', 'R', 'D', 'Bi', 'F', 'Ri', 'Di', 'L', 'D', 'Ui', 'Bi', 'Di', 'L']
['L', 'Di', 'Ri', 'Li', 'F', 'B', 'Li', 'Fi', 'Fi', 'Di', 'Fi', 'D', 'U', 'F', 'Bi', 'L', 'Di', 'B', 'B', 'Ri', 'D', 'F', 'D', 'L', 'Ri', 'Bi', 'Ui', 'R', 'Ri', 'B']
['U', 'L', 'F', 'L', 'F', 'Ri', 'Fi', 'Ui', 'D', 'Fi', 'Ui', 'Ri', 'F', 'L', 'Fi', 'Li', 'Fi', 'Bi', 'D', 'L', 'Li', 'L', 'L', 'F', 'Ui', 'Ui', 'R', 'Di', 'R', 'R']
['Ui', 'Di', 'F', 'F', 'Ri', 'D', 'F', 'Ri', 'Ui', 'Fi', 'Ri', 'R', 'Li', 'Di', 'D', 'Ri', 'D', 'Ri', 'Bi', 'U', 'F', 'Ui', 'Ui', 'Ri', 'U', 'Di', 'U', 'U', 'R', 'Li']
['Fi', 'Fi', 'B', 'Bi', 'Ri', 'Li', 'Ri', 'R', 'Bi', 'Di', 'L', 'U', 'R', 'Bi', 'D', 'Ri', 'D', 'Ui', 'Ui', 'Bi', 'Di', 'D', 'R', 'D', 'Li', 'U', 'Di', 'R', 'D', 'Ui']
['R', 'Bi', 'Di', 'Fi', 'F', 'Ui', 'Bi', 'Bi', 'R', 'Fi', 'Bi', 'Fi', 'Bi', 'Di', 'Fi', 'L', 'Ri', 'D', 'F', 'B', 'F', 'Li', 'U', 'Ri', 'B', 'Ri', 'Bi', 'Ri', 'F', 'L']
['U', 'L', 'Di', 'U', 'B', 'Di', 'F', 'F', 'Li', 'F', 'Ri', 'B', 'Bi', 'Ri', 'F', 'Ui', 'Bi', 'R', 'D', 'F', 'Li', 'Bi', 'F', 'R', 'Ri', 'R', 'R', 'L', 'R', 'Li']
['L', 'U', 'F', 'R', 'Fi', 'Bi', 'D', 'F', 'R', 'F', 'B', 'U', 'U', 'Li', 'Fi', 'U', 'Ui', 'F', 'B', 'F', 'Bi', 'R', 'Ui', 'Di', 'D', 'Ui', 'D', 'Ui', 'F', 'R']
['R', 'Ui', 'U', 'Ui', 'Fi', 'Ui', 'Ri', 'Fi', 'L', 'Ri', 'D', 'Ri', 'Di', 'Ui', 'Ri', 'U', 'Fi', 'L', 'F', 'Ri', 'Ri', 'D', 'B', 'Li', 'Li', 'R', 'Ri', 'Fi', 'R', 'Di']
['R', 'F', 'U', 'F', 'Fi', 'F', 'Ui', 'Bi', 'Bi', 'Ui', 'D', 'B', 'Li', 'Li', 'Di', 'D', 'Ri', 'Fi', 'Di', 'Ui', 'Bi', 'R', 'B', 'B', 'Di', 'Bi', 'F', 'Di', 'F', 'U']
['U', 'D', 'Fi', 'R', 'R', 'U', 'Li', 'U', 'Di', 'B', 'L', 'F', 'Fi', 'Li', 'F', 'Ri', 'Bi', 'Ui', 'Di', 'Fi', 'Ui', 'Li', 'D', 'Di', 'B', 'B', 'Ui', 'Bi', 'B', 'F']
['Ri', 'Fi', 'Di', 'F', 'Ri', 'Bi', 'F', 'Li', 'B', 'Ui', 'Ri', 'U', 'Ri', 'D', 'U', 'L', 'Bi', 'Ri', 'Di', 'B', 'Di', 'L', 'F', 'Bi', 'L', 'Di', 'Ui', 'Bi', 'R', 'L']
['B', 'Di', 'U', 'L', 'B', 'L', 'R', 'R', 'Di', 'Bi', 'U', 'R', 'R', 'Fi', 'Bi', 'Ri', 'B', 'L', 'U', 'U', 'Ri', 'Li', 'Fi', 'Ri', 'Bi', 'Bi', 'Fi', 'Di', 'L', 'R']
['B', 'Ri', 'Ri', 'Li', 'R', 'U', 'Li', 'U', 'Di', 'D', 'U', 'D', 'L', 'Ri', 'Ui', 'Li', 'Bi', 'Fi', 'L', 'Li', 'U', 'Li', 'Bi', 'Ri', 'Li', 'Ui', 'F', 'Fi', 'F', 'U']
['Bi', 'F', 'D', 'Ui', 'Ri', 'L', 'D', 'Fi', 'F', 'Di', 'U', 'Li', 'U', 'L', 'Li', 'B', 'Di', 'Bi', 'Li', 'Li', 'Ui', 'U', 'Li', 'Ri', 'F', 'Di', 'D', 'F', 'F', 'Fi']
['Ri', 'F', 'B', 'Di', 'Bi', 'Bi', 'Ri', 'Fi', 'L', 'Bi', 'Ui', 'Bi', 'Di', 'Ui', 'B', 'R', 'Ri', 'L', 'F', 'Ri', 'Ui', 'Fi', 'Fi', 'Li', 'Ui', 'F', 'L', 'F', 'B', 'Fi']
['Ui', 'Li', 'D', 'R', 'Ui', 'R', 'Ri', 'Li', 'Ri', 'Li', 'Bi', 'R', 'D', 'R', 'L', 'Fi', 'Li', 'Ri', 'L', 'Ui', 'L', 'Li', 'Bi', 'F', 'Di', 'F', 'Bi', 'F', 'Li', 'Ui']
['U', 'L', 'F', 'D', 'Ui', 'Ri', 'F', 'Li', 'Ri', 'B', 'R', 'U', 'U', 'Ri', 'U', 'R', 'Bi', 'Ui', 'F', 'Li', 'R', 'B', 'Ui', 'D', 'Ri', 'Fi', 'Ui', 'F', 'Fi', 'Di']
['R', 'D', 'F', 'U', 'Fi', 'F', 'Bi', 'D', 'L', 'D', 'L', 'D', 'U', 'Fi', 'Fi', 'Li', 'F', 'L', 'Bi', 'B', 'B', 'L', 'D', 'Di', 'Ui', 'Li', 'Li', 'B', 'D', 'D']
['B', 'Ri', 'F', 'F', 'Ri', 'U', 'D', 'Li', 'L', 'F', 'Di', 'U', 'Li', 'R', 'R', 'Di', 'D', 'L', 'Li', 'Bi', 'F', 'Li', 'L', 'L', 'L', 'U', 'F', 'Di', 'D', 'F']
['Ui', 'Di', 'U', 'U', 'Di', 'D', 'D', 'L', 'Ri', 'Li', 'F', 'Ri', 'Bi', 'Di', 'F', 'Li', 'R', 'B', 'L', 'D', 'R', 'Di', 'L', 'Ui', 'Ri', 'Fi', 'B', 'D', 'L', 'B']
['D', 'Bi', 'D', 'F', 'Ui', 'B', 'R', 'L', 'R', 'Di', 'Ui', 'F', 'Fi', 'Di', 'Li', 'D', 'Ui', 'Fi', 'Li', 'Bi', 'D', 'F', 'Ui', 'L', 'Fi', 'F', 'Fi', 'F', 'U', 'R']
['F', 'Bi', 'Bi', 'R', 'Di', 'D', 'Bi', 'Bi', 'B', 'Fi', 'Fi', 'R', 'B', 'Di', 'Bi', 'B', 'L', 'U', 'L', 'Fi', 'U', 'Di', 'F', 'F', 'D', 'Li', 'B', 'Di', 'Ri', 'Di']
['R', 'Fi', 'U', 'R', 'R', 'Di', 'Fi', 'Bi', 'U', 'Ui', 'Ui', 'L', 'Bi', 'Ui', 'F', 'Bi', 'U', 'U', 'F', 'Bi', 'B', 'Bi', 'Li', 'L', 'F', 'F', 'Bi', 'F', 'F', 'Ri']
['Ui', 'R', 'L', 'F', 'F', 'Ui', 'Ri', 'U', 'Ui', 'D', 'Fi', 'F', 'F', 'U', 'R', 'Li', 'B', 'Bi', 'Li', 'Fi', 'Bi', 'R', 'F', 'D', 'Ri', 'Bi', 'U', 'Li', 'L', 'B']
['F', 'Fi', 'Ui', 'Li', 'Bi', 'Ri', 'R', 'Bi', 'F', 'Fi', 'Li', 'L', 'Ui', 'U', 'Li', 'L', 'U', 'Di', 'Ri', 'Li', 'U', 'Di', 'R', 'U', 'Bi', 'Fi', 'Ui', 'L', 'Bi', 'U']
['Di', 'Li', 'Ui', 'R', 'U', 'Di', 'Fi', 'Ri', 'Ui', 'Di', 'U', 'Fi', 'Fi', 'U', 'D', 'B', 'Bi', 'Fi', 'D', 'U', 'Di', 'Li', 'Fi', 'Bi', 'U', 'Ri', 'B', 'Li', 'L', 'Li']
['Li', 'U', 'Ri', 'Bi', 'Di', 'B', 'Bi', 'L', 'B', 'R', 'B', 'Di', 'Bi', 'L', 'F', 'B', 'Di', 'B', 'Bi', 'Li', 'D', 'Fi', 'B', 'U', 'Li', 'F', 'L', 'F', 'Li', 'Bi']
['Fi', 'R', 'Ri', 'Fi', 'Ui', 'Ui', 'D', 'U', 'Bi', 'Ui', 'D', 'Fi', 'Ri', 'L', 'Fi', 'D', 'Ui', 'L', 'Di', 'L', 'F', 'U', 'Fi', 'Ri', 'Bi', 'F', 'Di', 'B', 'Ui', 'Di']
['L', 'Ri', 'F', 'Ri', 'U', 'Bi', 'Li', 'F', 'D', 'Ui', 'Ui', 'Fi', 'U', 'D', 'D', 'L', 'Bi', 'Ri', 'F', 'Ri', 'Ri', 'Ri', 'D', 'Di', 'D', 'R', 'Bi', 'Li', 'Di', 'B']
['Ui', 'Ui', 'Ui', 'F', 'F', 'Li', 'D', 'L', 'Di', 'Di', 'R', 'Li', 'Bi', 'Li', 'Fi', 'B', 'Di', 'Ui', 'R', 'Di', 'B', 'B', 'D', 'L', 'Bi', 'U', 'U', 'U', 'Li', 'F']
['B', 'Li', 'Li', 'Bi', 'Fi', 'B', 'Ui', 'B', 'Ui', 'U', 'F', 'Fi', 'D', 'Li', 'U', 'R', 'Fi', 'Ui', 'Ri', 'F', 'D', 'Ri', 'Di', 'Ui', 'Bi', 'B', 'Bi', 'Li', 'F', 'Bi']
['U', 'Fi', 'D', 'U', 'D', 'Li', 'Ri', 'Fi', 'Di', 'Fi', 'R', 'Ri', 'D', 'Ui', 'B', 'Ri', 'R', 'L', 'R', 'Bi', 'U', 'Bi', 'F', 'B', 'D', 'B', 'Di', 'D', 'L', 'Ri']
['B', 'L', 'Ui', 'Ri', 'Bi', 'Fi', 'L', 'R', 'Ui', 'R', 'Li', 'L', 'B', 'L', 'Di', 'R', 'L', 'Ui', 'Bi', 'U', 'Li', 'Ri', 'F', 'Ri', 'L', 'F', 'L', 'R', 'L', 'Bi']
['R', 'R', 'Di', 'Ui', 'Di', 'F', 'Ri', 'Bi', 'B', 'Li', 'Ri', 'F', 'Fi', 'Bi', 'Di', 'Ri', 'Fi', 'Fi', 'Di', 'Di', 'Li', 'L', 'Ui', 'Bi', 'B', 'Bi', 'Li', 'D', 'U', 'F']
['R', 'F', 'Fi', 'Li', 'Di', 'Fi', 'Bi', 'Bi', 'Li', 'F', 'U', 'U', 'Fi', 'Fi', 'F', 'Fi', 'R', 'L', 'Ri', 'Di', 'F', 'D', 'Ri', 'F', 'Di', 'F', 'L', 'F', 'Fi', 'Bi']
['Ri', 'Di', 'B', 'Fi', 'Bi', 'D', 'Li', 'B', 'Fi', 'Ui', 'L', 'Bi', 'Li', 'B', 'Fi', 'Di', 'Ri', 'Bi', 'Ui', 'R', 'Bi', 'B', 'Bi', 'D', 'Ui', 'Li', 'F', 'Fi', 'L', 'L']
['Ri', 'F', 'F', 'Fi', 'D', 'Bi', 'U', 'Li', 'Bi', 'U', 'Di', 'Li', 'Fi', 'F', 'D', 'Fi', 'R', 'R', 'D', 'Ui', 'F', 'Di', 'Ri', 'F', 'B', 'Ri', 'R', 'Fi', 'Ui', 'Li']
['U', 'Di', 'Li', 'Bi', 'Fi', 'D', 'L', 'B', 'Bi', 'Bi', 'Di', 'Ri', 'Ui', 'D', 'Ui', 'Ri', 'Di', 'Ui', 'U', 'Di', 'Ui', 'Di', 'Di', 'R', 'Bi', 'Ui', 'Fi', 'U', 'L', 'Bi']
['U', 'Fi', 'Fi', 'U', 'B', 'D', 'F', 'F', 'D', 'D', 'B', 'U', 'Ri', 'R', 'R', 'D', 'B', 'U', 'L', 'L', 'F', 'Ri', 'Fi', 'D', 'Bi', 'F', 'Li', 'Li', 'D', 'Fi']
['Ri', 'U', 'Ui', 'Fi', 'B', 'D', 'Di', 'Bi', 'L', 'U', 'F', 'F', 'L', 'Fi', 'Fi', 'Bi', 'D', 'Ui', 'U', 'Ui', 'L', 'U', 'Ui', 'F', 'B', 'Ri', 'B', 'U', 'B', 'Ui']
['B', 'Bi', 'Ui', 'Bi', 'F', 'D', 'Li', 'F', 'Ui', 'B', 'F', 'D', 'F', 'D', 'B', 'F', 'D', 'U', 'D', 'Di', 'Bi', 'Ui', 'Bi', 'D', 'Di', 'U', 'F', 'U', 'L', 'L']
['R', 'D', 'R', 'D', 'U', 'Di', 'U', 'Bi', 'D', 'L', 'B', 'Di', 'D', 'L', 'D', 'R', 'Di', 'D', 'Di', 'Ui', 'Fi', 'L', 'Di', 'F', 'B', 'Di', 'U', 'Di', 'Ui', 'Fi']
['Bi', 'F', 'D', 'F', 'Ui', 'Ui', 'Ui', 'Li', 'Fi', 'Bi', 'Li', 'L', 'Ri', 'Di', 'U', 'U', 'Fi', 'R', 'L', 'F', 'F', 'R', 'Li', 'Li', 'F', 'Di', 'Fi', 'B', 'R', 'B']
['Ui', 'Di', 'Ri', 'Bi', 'Ri', 'B', 'Di', 'Fi', 'Ri', 'U', 'Di', 'Di', 'F', 'B', 'L', 'Ri', 'R', 'B', 'D', 'Li', 'Fi', 'Li', 'U', 'Ui', 'Di', 'Fi', 'Ui', 'Ri', 'Bi', 'L']
['Bi', 'D', 'L', 'Bi', 'Di', 'U', 'Ui', 'Bi', 'B', 'F', 'B', 'D', 'R', 'L', 'L', 'Di', 'B', 'Ui', 'Fi', 'Di', 'F', 'F', 'U', 'Li', 'L', 'Ri', 'R', 'R', 'Ui', 'F']
['F', 'B', 'Li', 'R', 'Ui', 'F', 'U', 'B', 'Bi', 'Ri', 'Ui', 'Bi', 'B', 'B', 'D', 'R', 'Li', 'U', 'Ri', 'U', 'L', 'Li', 'Fi', 'Ri', 'Di', 'R', 'F', 'Ri', 'Bi', 'Di']
['Di', 'F', 'B', 'Fi', 'Di', 'Li', 'Li', 'F', 'Fi', 'Bi', 'Fi', 'Ui', 'Ri', 'L', 'Li', 'Bi', 'Li', 'D', 'Di', 'L', 'Fi', 'Li', 'B', 'Ui', 'L', 'Di', 'Bi', 'D', 'Fi', 'L']
['Bi', 'Ri', 'Fi', 'L', 'F', 'Fi', 'D', 'Ui', 'F', 'Li', 'Bi', 'Ri', 'Ri', 'Ui', 'Di', 'B', 'Ri', 'Ui', 'R', 'Ui', 'Bi', 'Bi', 'Ui', 'Ri', 'R', 'Fi', 'Fi', 'Fi', 'Li', 'D']
['D', 'B', 'Bi', 'L', 'B', 'Ui', 'L', 'U', 'Di', 'R', 'Bi', 'D', 'Bi', 'Li', 'Di', 'Fi', 'R', 'D', 'Ri', 'U', 'Di', 'U', 'R', 'Di', 'D', 'L', 'Ui', 'D', 'Li', 'Di']
['U', 'Ri', 'Bi', 'Li', 'Fi', 'F', 'U', 'Ri', 'U', 'U', 'B', 'F', 'L', 'Bi', 'B', 'L', 'F', 'Fi', 'F', 'F', 'Ui', 'Di', 'F', 'Di', 'Fi', 'D', 'U', 'F', 'Bi', 'R']
['Di', 'Ri', 'Di', 'Fi', 'Di', 'U', 'Ri', 'D', 'Ri', 'Bi', 'Li', 'F', 'U', 'Bi', 'Fi', 'F', 'Ui', 'Li', 'Bi', 'F', 'B', 'F', 'L', 'Li', 'D', 'U', 'L', 'Li', 'U', 'F']
['R', 'Fi', 'Ri', 'F', 'B', 'F', 'B', 'Di', 'F', 'B', 'Li', 'Bi', 'F', 'B', 'F', 'D', 'D', 'Li', 'B', 'Li', 'Ui', 'Bi', 'Li', 'Li', 'Ui', 'Fi', 'L', 'Di', 'U', 'F']
['B', 'F', 'D', 'R', 'D', 'Di', 'Bi', 'B', 'B', 'L', 'Bi', 'Di', 'F', 'L', 'L', 'Ui', 'Li', 'F', 'Ri', 'Di', 'Fi', 'Bi', 'U', 'F', 'L', 'Di', 'Li', 'R', 'Fi', 'Fi']
['F', 'B', 'Bi', 'Di', 'L', 'R', 'Fi', 'Li', 'U', 'R', 'Di', 'Li', 'D', 'Di', 'D', 'Li', 'B', 'B', 'R', 'Bi', 'Fi', 'R', 'D', 'F', 'R', 'Fi', 'U', 'Fi', 'D', 'Bi']
['D', 'L', 'Li', 'U', 'Fi', 'R', 'Ui', 'D', 'Li', 'Ui', 'R', 'Fi', 'Ri', 'L', 'R', 'Fi', 'Fi', 'Ui', 'U', 'B', 'B', 'F', 'B', 'Ui', 'Di', 'Li', 'B', 'Di', 'Fi', 'Bi']
['L', 'Ri', 'Fi', 'Fi', 'R', 'F', 'F', 'Bi', 'Li', 'Fi', 'D', 'B', 'F', 'Fi', 'Li', 'Ui', 'Ui', 'Bi', 'Fi', 'Ri', 'D', 'U', 'Li', 'Di', 'Ri', 'D', 'Fi', 'Li', 'Di', 'Li']
['Ui', 'L', 'B', 'Ri', 'U', 'L', 'R', 'Di', 'B', 'B', 'U', 'Fi', 'Fi', 'L', 'U', 'Li', 'Di', 'Ri', 'U', 'Fi', 'Fi', 'D', 'Di', 'Di', 'D', 'D', 'U', 'L', 'Bi', 'Di']
['U', 'Li', 'Bi', 'D', 'Ri', 'U', 'D', 'Di', 'F', 'F', 'Di', 'Ri', 'Fi', 'F', 'Li', 'Li', 'L', 'Li', 'D', 'R', 'Li', 'Bi', 'Ri', 'B', 'Di', 'L', 'Di', 'R', 'Di', 'L']
['F', 'Ri', 'Ri', 'Fi', 'Bi', 'Li', 'Li', 'D', 'L', 'B', 'Ri', 'Ri', 'Fi', 'Fi', 'Li', 'U', 'R', 'R', 'Ui', 'U', 'Bi', 'B', 'R', 'Li', 'B', 'B', 'U', 'R', 'D', 'B']
['Li', 'R', 'B', 'Fi', 'Bi', 'Ui', 'Bi', 'R', 'F', 'Li', 'Bi', 'D', 'Bi', 'Li', 'Di', 'L', 'D', 'F', 'F', 'D', 'Li', 'R', 'U', 'R', 'R', 'Li', 'B', 'Di', 'Di', 'Di']
['Di', 'U', 'Di', 'F', 'Di', 'Li', 'Di', 'Ui', 'L', 'L', 'R', 'Bi', 'Fi', 'U', 'Bi', 'Bi', 'Bi', 'D', 'Fi', 'Di', 'L', 'L', 'Fi', 'Ui', 'Ui', 'Ri', 'L', 'Ui', 'Di', 'Ri']
['B', 'Li', 'Di', 'F', 'B', 'Bi', 'Ui', 'B', 'Fi', 'F', 'Di', 'Li', 'U', 'Fi', 'L', 'Di', 'F', 'D', 'Ri', 'U', 'Di', 'Di', 'Ui', 'Fi', 'Li', 'Fi', 'Bi', 'Fi', 'Ri', 'B']
['R', 'R', 'R', 'Di', 'U', 'Di', 'Bi', 'B', 'Li', 'Di', 'Ui', 'R', 'Ui', 'R', 'F', 'F', 'B', 'Bi', 'B', 'Li', 'U', 'Bi', 'L', 'R', 'U', 'U', 'B', 'B', 'F', 'F']
['Bi', 'Ri', 'U', 'R', 'Fi', 'U', 'L', 'F', 'D', 'Ui', 'Bi', 'Li', 'R', 'B', 'D', 'U', 'F', 'F', 'Ui', 'U', 'Bi', 'R', 'B', 'Li', 'F', 'D', 'B', 'Bi', 'Li', 'B']
['R', 'B', 'Li', 'Li', 'U', 'R', 'Bi', 'Fi', 'Ri', 'F', 'Ui', 'R', 'Di', 'Ri', 'U', 'U', 'B', 'Ui', 'L', 'U', 'Ui', 'Li', 'Di', 'U', 'Ui', 'Bi', 'F', 'Ui', 'R', 'F']
['F', 'Bi', 'Bi', 'B', 'U', 'Li', 'D', 'Ri', 'D', 'Di', 'B', 'Fi', 'Ri', 'L', 'U', 'U', 'B', 'Di', 'Bi', 'F', 'D', 'U', 'Fi', 'Bi', 'R', 'U', 'B', 'D', 'Fi', 'B']
['Fi', 'D', 'Ui', 'U', 'U', 'Fi', 'R', 'U', 'R', 'Li', 'F', 'Ri', 'Fi', 'R', 'U', 'Di', 'Ui', 'L', 'R', 'L', 'Fi', 'Ri', 'F', 'Li', 'Li', 'U', 'Ri', 'R', 'Li', 'Di']
['D', 'Ri', 'L', 'R', 'Ui', 'Fi', 'L', 'Bi', 'Ui', 'Fi', 'B', 'Li', 'R', 'Bi', 'D', 'Ri', 'L', 'Ui', 'F', 'Li', 'L', 'R', 'U', 'B', 'Fi', 'Ui', 'L', 'Fi', 'Di', 'D']
['Ri', 'L', 'Di', 'R', 'F', 'D', 'Bi', 'D', 'Fi', 'Di', 'U', 'Bi', 'R', 'Di', 'Ri', 'D', 'B', 'R', 'Di', 'F', 'Di', 'R', 'L', 'Bi', 'F', 'Ui', 'Fi', 'L', 'F', 'D']
['Di', 'Di', 'Li', 'L', 'Di', 'Fi', 'L', 'B', 'R', 'R', 'Fi', 'Ui', 'Ri', 'Li', 'B', 'Fi', 'Di', 'R', 'Ui', 'Fi', 'Ui', 'Li', 'U', 'F', 'L', 'Di', 'R', 'B', 'Bi', 'R']
['F', 'Fi', 'D', 'Fi', 'Bi', 'Bi', 'Ri', 'Fi', 'Di', 'B', 'B', 'Bi', 'Ri', 'D', 'Di', 'Ri', 'U', 'Ui', 'U', 'L', 'U', 'L', 'B', 'Bi', 'Ui', 'R', 'Ui', 'Bi', 'L', 'U']
['Ri', 'Fi', 'R', 'R', 'U', 'Ui', 'L', 'U', 'Ri', 'B', 'Bi', 'Ri', 'R', 'Ri', 'U', 'Bi', 'F', 'D', 'Fi', 'Li', 'Ri', 'U', 'Di', 'D', 'Fi', 'D', 'U', 'Li', 'Di', 'B']
['Ri', 'Ri', 'Bi', 'L', 'Ui', 'Ui', 'L', 'L', 'Fi', 'Ui', 'Ui', 'Ri', 'R', 'Li', 'Li', 'Fi', 'B', 'Ri', 'Fi', 'Ri', 'R', 'Li', 'D', 'Fi', 'L', 'U', 'D', 'U', 'Ui', 'D']
['Li', 'Ui', 'D', 'Di', 'F', 'Bi', 'F', 'L', 'Ui', 'B', 'Ri', 'L', 'Li', 'Bi', 'Fi', 'Fi', 'R', 'Bi', 'L', 'Li', 'Li', 'Li', 'U', 'R', 'U', 'Fi', 'Ui', 'R', 'Li', 'Ui']
['Fi', 'D', 'B', 'D', 'Li', 'Ui', 'R', 'U', 'Bi', 'Bi', 'L', 'L', 'Li', 'Ri', 'L', 'Li', 'Di', 'B', 'R', 'Ri', 'U', 'Li', 'Ri', 'L', 'B', 'U', 'R', 'Ri', 'Di', 'D']
['Li', 'F', 'U', 'Di', 'Li', 'L', 'Di', 'Ri', 'F', 'Ri', 'Bi', 'B', 'R', 'Bi', 'Di', 'U', 'R', 'Li', 'Li', 'Ui', 'Fi', 'Ri', 'Ri', 'B', 'Fi', 'Di', 'Fi', 'Fi', 'U', 'Li']
['R', 'Di', 'F', 'Li', 'Bi', 'Li', 'Fi', 'Ui', 'Li', 'Ri', 'Fi', 'B', 'B', 'Li', 'U', 'Fi', 'D', 'Bi', 'Di', 'Di', 'R', 'U', 'Fi', 'R', 'Ri', 'B', 'Li', 'L', 'F', 'D']
['Di', 'Fi', 'Bi', 'Ui', 'R', 'Ui', 'D', 'F', 'B', 'Li', 'Li', 'U', 'U', 'R', 'Ri', 'Bi', 'Li', 'B', 'F', 'D', 'U', 'U', 'R', 'Ui', 'U', 'U', 'L', 'Ui', 'Ui', 'Ri']
['R', 'Li', 'Li', 'B', 'L', 'Ri', 'B', 'Bi', 'B', 'Di', 'Bi', 'Li', 'R', 'Fi', 'Ri', 'Li', 'F', 'Bi', 'B', 'Fi', 'Ri', 'Ri', 'F', 'L', 'B', 'Fi', 'Bi', 'Bi', 'F', 'Li']
['D', 'Fi', 'Bi', 'L', 'Ui', 'F', 'Fi', 'Bi', 'R', 'B', 'F', 'R', 'F', 'B', 'R', 'Li', 'Bi', 'Fi', 'U', 'L', 'Di', 'Ui', 'Ui', 'D', 'D', 'D', 'B', 'R', 'U', 'Fi']
['R', 'Di', 'Ri', 'Di', 'R', 'L', 'Bi', 'R', 'Fi', 'U', 'Di', 'Di', 'R', 'B', 'U', 'Li', 'Di', 'R', 'Bi', 'Bi', 'B', 'L', 'D', 'Ui', 'L', 'Ui', 'L', 'Ui', 'Ri', 'U']
['Bi', 'Di', 'U', 'D', 'B', 'F', 'F', 'L', 'Ui', 'Ri', 'B', 'L', 'Bi', 'Li', 'Ui', 'Ui', 'Fi', 'Li', 'B', 'Ri', 'Di', 'F', 'Ui', 'F', 'Li', 'D', 'Li', 'F', 'Fi', 'B']
['Li', 'D', 'L', 'Ri', 'Ri', 'Fi', 'Li', 'F', 'R', 'U', 'D', 'U', 'B', 'Fi', 'Fi', 'Ui', 'Ri', 'Di', 'Fi', 'Di', 'B', 'Bi', 'R', 'Ri', 'F', 'D', 'D', 'Ri', 'Ri', 'Li']
['U', 'F', 'B', 'Li', 'D', 'U', 'D', 'Bi', 'Di', 'Bi', 'Ri', 'R', 'F', 'Ui', 'Ri', 'U', 'Bi', 'B', 'D', 'Ui', 'R', 'L', 'U', 'Bi', 'D', 'F', 'L', 'U', 'Bi', 'F']
['L', 'F', 'F', 'Ri', 'Fi', 'F', 'Ri', 'Di', 'Bi', 'Bi', 'L', 'F', 'F', 'R', 'B', 'Ri', 'R', 'R', 'D', 'D', 'D', 'Ui', 'Ui', 'Ui', 'L', 'Di', 'L', 'Ui', 'R', 'Ri']
['Ri', 'Fi', 'R', 'L', 'F', 'L', 'B', 'Bi', 'Fi', 'B', 'L', 'Di', 'Ui', 'Di', 'L', 'F', 'Bi', 'R', 'R', 'B', 'Ri', 'Fi', 'Ui', 'L', 'U', 'D', 'F', 'Di', 'Ui', 'B']
['L', 'Li', 'U', 'Ri', 'D', 'L', 'Ri', 'Fi', 'L', 'Di', 'Bi', 'Di', 'Di', 'Di', 'D', 'L', 'U', 'R', 'U', 'L', 'U', 'Fi', 'B', 'B', 'U', 'F', 'Ui', 'D', 'Bi', 'L']
['L', 'Ui', 'Li', 'Ri', 'L', 'F', 'Bi', 'Fi', 'Fi', 'R', 'D', 'Fi', 'L', 'D', 'F', 'B', 'Ri', 'Bi', 'Di', 'L', 'R', 'Li', 'B', 'Ui', 'Li', 'D', 'Ui', 'Di', 'U', 'L']
['Ui', 'L', 'Di', 'Li', 'Bi', 'Li', 'Ui', 'R', 'Bi', 'Li', 'Bi', 'Bi', 'U', 'Ui', 'D', 'F', 'Ri', 'R', 'R', 'U', 'R', 'D', 'U', 'Di', 'Ri', 'Ui', 'Fi', 'Ri', 'D', 'B']
['Li', 'B', 'U', 'Li', 'Ri', 'Fi', 'Bi', 'U', 'L', 'F', 'Di', 'Di', 'U', 'B', 'U', 'D', 'L', 'Ui', 'Ri', 'Li', 'Di', 'L', 'Ri', 'Fi', 'D', 'L', 'Bi', 'D', 'U', 'Li']
['L', 'Ri', 'Ri', 'R', 'B', 'R', 'L', 'B', 'Ri', 'F', 'U', 'Fi', 'B', 'Ui', 'Ui', 'Ui', 'L', 'Li', 'Li', 'F', 'L', 'Di', 'D', 'D', 'F', 'U', 'R', 'Ri', 'U', 'R']
