[' | ', 'Ui', 'L', 'Fi', 'Li', 'Di', 'R', 'D', 'U', 'yi', 'L', 'Fi', 'Li', ' | ', 'U2', 'Fi', 'U2', 'F', 'U2', 'Ri', 'Ui', 'R', ' | ', 'U2', 'Li', 'U2', 'L', 'U2', 'yi', 'Li', 'Ui', 'L', ' | ', 'R', 'U', 'Ri', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U2', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'U', 'L', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', 'Ui', 'Li', ' | ', 'Li', 'M', 'Ui', 'L', 'U', 'Mi', 'Ui', 'Li', 'U', 'L', 'Ui']
[' | ', 'U', 'L', 'Fi', 'Li', 'D', 'y', 'Ri', 'Di', 'Ui', 'F', 'Ri', 'Fi', 'D2', 'F', 'D2', ' | ', 'U', 'R', 'U', 'Ri', 'U', 'R', 'Ui', 'Ri', ' | ', 'U', 'Li', 'U2', 'L', 'Ui', 'L', 'U', 'Li', ' | ', 'Ui', 'Li', 'Ui', 'L', 'Ri', 'U', 'R', ' | ', 'F', 'U', 'Fi', 'U2', 'F', 'U', 'Fi', ' | ', ' | ', 'U2', 'R2', 'D', 'Ri', 'U2', 'R', 'Di', 'Ri', 'U2', 'Ri', ' | ', 'Ui', 'Mi', 'U', 'M', 'U', 'Mi', 'U2', 'Mi', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'Mi', 'Ui']
[' | ', 'D', 'R', 'Di', 'F', 'Ri', 'Fi', 'U', 'R', 'y', 'Ri', 'Fi', 'D2', 'F', 'D2', ' | ', 'Ui', 'F', 'U', 'Fi', 'U', 'F', 'Ui', 'Fi', ' | ', 'U', 'L', 'Ui', 'Li', 'U2', 'L', 'Ui', 'Li', ' | ', 'Ui', 'y', 'R', 'U', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', 'U2', 'Li', 'U2', 'L', 'U2', 'Li', 'U', 'L', ' | ', ' | ', 'U', 'F', 'Ri', 'Ui', 'R', 'Fi', 'Ri', 'U', 'Fi', 'R', ' | ']
[' | ', 'Fi', 'Di', 'F', 'D', 'U2', 'R', 'y', 'Ri', 'Fi', 'y', 'R2', ' | ', 'U2', 'F', 'Ui', 'Fi', 'L', 'U', 'Li', ' | ', 'F', 'U', 'Fi', 'U', 'F', 'Ui', 'Fi', ' | ', 'U', 'y', 'R', 'U', 'Ri', 'U2', 'F', 'Ui', 'Fi', ' | ', 'U', 'R', 'Ui', 'Ri', ' | ', ' | ', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Fi', 'L', 'F', 'Li', ' | ', 'U', 'y', 'Ri', 'M', 'Ui', 'R', 'U', 'Mi', 'Ui', 'Ri', 'U', 'R', 'Ui']
[' | ', 'F', 'Ui', 'R', 'y', 'Ri', 'Fi', 'D', 'L', 'Di', ' | ', 'Ui', 'Ri', 'U2', 'R', 'U', 'Li', 'U', 'L', ' | ', 'Fi', 'U', 'F', 'U', 'Fi', 'Ui', 'F', ' | ', 'U', 'Ri', 'Ui', 'R', ' | ', 'U', 'yi', 'Li', 'U2', 'L', 'Ui', 'Li', 'U', 'L', ' | ', ' | ', 'U', 'Fi', 'Ui', 'F', 'Ui', 'Fi', 'U', 'Fi', 'Di', 'F', 'U', 'Fi', 'D', 'F2', ' | ', 'R', 'Mi', 'U', 'Ri', 'Ui', 'M', 'U', 'R', 'Ui', 'Ri']
[' | ', 'y', 'R', 'D2', 'Ri', 'D2', 'U2', 'F2', 'Ui', 'F', 'Ri', 'Fi', 'Ui', 'y', 'R2', ' | ', 'F', 'U', 'Fi', ' | ', 'y', 'R', 'Ui', 'Ri', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U', 'F', 'U2', 'Fi', 'U', 'R', 'Ui', 'Ri', ' | ', 'Li', 'U', 'L', 'Ui', 'Li', 'Ui', 'L', ' | ', ' | ', 'U', 'yi', 'L', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', 'Ui', 'Li', ' | ', 'Ui', 'Mi', 'U', 'M', 'U', 'Mi', 'U2', 'Mi', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'Mi']
[' | ', 'Di', 'L', 'D', 'L', 'D', 'yi', 'L', 'Di', 'D2', 'R', 'D2', 'D', 'R', 'Di', ' | ', 'Ui', 'F', 'U2', 'Fi', 'Ui', 'L', 'Ui', 'Li', ' | ', 'U2', 'F', 'Ui', 'Fi', 'Ui', 'yi', 'L', 'U', 'Li', ' | ', 'U2', 'Fi', 'U', 'F', 'U2', 'R', 'U', 'Ri', ' | ', 'U', 'Ri', 'Ui', 'R', 'U', 'yi', 'L', 'Ui', 'Li', ' | ', ' | ', 'Ui', 'F', 'U', 'Fi', 'U', 'F', 'Ui', 'F', 'D', 'Fi', 'Ui', 'F', 'Di', 'F2', ' | ', 'U2', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'M', 'U2', 'Mi', 'Ui', 'M', 'U2']
[' | ', 'Di', 'L', 'D', 'U2', 'F', 'Ri', 'Fi', 'L', 'D', 'Li', 'Di', 'U', 'L2', ' | ', 'U', 'R', 'U2', 'Ri', 'Ri', 'Ui', 'R', ' | ', 'R', 'U2', 'Ri', 'U', 'R', 'Ui', 'Ri', ' | ', 'Ui', 'F', 'U', 'Fi', 'U2', 'F', 'U', 'Fi', ' | ', 'U', 'L', 'U2', 'Li', 'U', 'yi', 'Li', 'Ui', 'L', ' | ', ' | ', 'F2', 'Di', 'F', 'U2', 'Fi', 'D', 'F', 'U2', 'F', ' | ', 'Ui', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'M', 'U2', 'Mi', 'Ui', 'M', 'U2']
[' | ', 'y', 'R', 'D', 'F', 'Di', 'Ui', 'L', 'Fi', 'Li', 'U2', 'F', 'Ri', 'Fi', 'Di', 'R', 'D', ' | ', 'U', 'y', 'R', 'U', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', 'U2', 'F', 'U2', 'Fi', 'Ui', 'Ri', 'U', 'R', ' | ', 'U2', 'F', 'U', 'Fi', 'L', 'U', 'Li', ' | ', 'Ui', 'F', 'U2', 'Fi', 'U', 'Li', 'Ui', 'L', ' | ', ' | ', 'R', 'y', 'Ri', 'Fi', 'R', 'U2', 'R', 'U2', 'Ri', ' | ', 'Ui', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2', 'U2']
[' | ', 'Di', 'L', 'D', 'R', 'Ui', 'R', 'y', 'Ri', 'Fi', 'Di', 'R', 'D', ' | ', 'R', 'U', 'Ri', ' | ', 'Ui', 'Ri', 'U2', 'R', 'U', 'F', 'U', 'Fi', ' | ', 'Ui', 'Ri', 'Ui', 'R', 'U', 'y', 'Ri', 'Ui', 'R', ' | ', 'Fi', 'U', 'F', 'U', 'R', 'Ui', 'Ri', ' | ', ' | ', 'yi', 'L', 'F', 'U', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Li', ' | ']
[' | ', 'U2', 'F2', 'D', 'y', 'R', 'Di', 'U', 'F', 'Ri', 'Fi', 'y', 'R', 'Di', 'F', 'D', ' | ', 'Ui', 'Fi', 'U', 'F', ' | ', 'U', 'Ri', 'Ui', 'R', 'U', 'Li', 'U', 'L', ' | ', 'Ri', 'U', 'R', ' | ', 'U2', 'yi', 'Li', 'U', 'L', 'F', 'U', 'Fi', ' | ', ' | ', 'R', 'U2', 'Ri', 'Ui', 'R', 'U', 'Ri', 'U2', 'Ri', 'F', 'R', 'Fi', ' | ', 'F', 'U', 'Fi', 'Ui', 'Mi', 'U', 'F', 'Ui', 'Fi', 'M']
[' | ', 'U', 'F2', 'U', 'R2', 'U2', 'R', 'y', 'Ri', 'Fi', 'R', 'y', 'Ri', 'Fi', ' | ', 'U2', 'Li', 'Ui', 'L', 'U2', 'Li', 'U', 'L', ' | ', 'U2', 'Fi', 'U2', 'F', 'Ri', 'Ui', 'R', ' | ', 'Ui', 'Fi', 'U2', 'F', 'Ui', 'R', 'U', 'Ri', ' | ', 'Ui', 'yi', 'Li', 'Ui', 'L', 'U', 'F', 'U', 'Fi', ' | ', ' | ', 'U', 'L', 'Fi', 'Ui', 'F', 'Li', 'Fi', 'U', 'Li', 'F', ' | ']
[' | ', 'F', 'Di', 'L', 'D', 'R', 'Di', 'F', 'D', 'D2', 'Fi', 'D2', 'Di', 'yi', 'Li', 'D', ' | ', 'F', 'U', 'Fi', 'U', 'L', 'Ui', 'Li', ' | ', 'R', 'Ui', 'Ri', 'Ui', 'Li', 'Ui', 'L', ' | ', 'Ui', 'Ri', 'U', 'R', 'Fi', 'Ui', 'F', ' | ', 'U2', 'Ri', 'Ui', 'R', ' | ', ' | ', 'L', 'Fi', 'Li', 'F', 'U2', 'F', 'U2', 'Fi', ' | ', 'Ui', 'M2', 'Ui', 'Mi', 'U2', 'M', 'U', 'Mi', 'Ui', 'M', 'U2', 'M', 'U', 'M', 'Ui']
[' | ', 'y', 'R', 'D2', 'Ri', 'D2', 'U', 'F2', 'U2', 'F', 'Ri', 'Fi', 'D2', 'F', 'D2', ' | ', 'F', 'U2', 'Fi', 'U', 'F', 'Ui', 'Fi', ' | ', 'Ri', 'Ui', 'R', 'y', 'R', 'U', 'Ri', ' | ', 'U2', 'F', 'U2', 'Fi', 'U', 'Li', 'Ui', 'L', ' | ', 'Ri', 'Ui', 'R', 'U2', 'yi', 'L', 'Ui', 'Li', ' | ', ' | ', 'U', 'F', 'U2', 'F', 'D', 'Fi', 'U2', 'F', 'Di', 'F2', ' | ', 'U2', 'Mi', 'U', 'M', 'U', 'Mi', 'U2', 'Mi', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'Mi']
[' | ', 'F', 'Di', 'L', 'D', 'Ui', 'F', 'Ri', 'Fi', 'Ui', 'R', 'y', 'Ri', 'Fi', 'U', 'yi', 'L2', ' | ', 'U', 'Fi', 'U', 'F', 'U2', 'Ri', 'Ui', 'R', ' | ', 'Ui', 'F', 'U', 'Fi', 'Ui', 'F', 'U', 'Fi', ' | ', 'y', 'Ri', 'Ui', 'R', 'F', 'Ui', 'Fi', ' | ', 'Ri', 'U', 'R', 'U2', 'yi', 'L', 'U', 'Li', ' | ', ' | ', 'F2', 'Ui', 'F', 'L', 'Fi', 'U', 'F2', 'Ui', 'Fi', 'Li', 'F', ' | ', 'R', 'U', 'Ri', 'Ui', 'Mi', 'U', 'R', 'Ui', 'Ri', 'M', 'Ui']
[' | ', 'F', 'Di', 'L', 'D', 'U2', 'F', 'Ri', 'Fi', 'D', 'L', 'Di', 'Ui', 'yi', 'L', 'Fi', 'Li', ' | ', 'U', 'Li', 'U', 'L', 'Ri', 'U', 'R', ' | ', 'U2', 'L', 'U', 'Li', 'U', 'Fi', 'U', 'F', ' | ', 'yi', 'Li', 'U', 'L', 'U', 'Li', 'Ui', 'L', ' | ', 'U2', 'Fi', 'Ui', 'F', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'Ui', 'R', 'U', 'Ri', 'U', 'R', 'Ui', 'R', 'D', 'Ri', 'Ui', 'R', 'Di', 'R2', ' | ']
[' | ', 'y', 'R', 'D2', 'Ri', 'D2', 'U', 'F2', 'R2', 'y', 'R', 'Di', 'F', 'D', ' | ', 'U', 'yi', 'L', 'Ui', 'Li', 'U', 'Li', 'Ui', 'L', ' | ', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'yi', 'Li', 'U', 'L', 'Ui', 'F', 'Ui', 'Fi', ' | ', 'U', 'yi', 'Li', 'Ui', 'L', 'U2', 'F', 'Ui', 'Fi', ' | ', ' | ', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Fi', 'L', 'F', 'Li', ' | ', 'Mi', 'U', 'Mi', 'U2', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U2', 'M', 'Ui', 'M2', 'U2']
[' | ', 'L', 'Fi', 'Li', 'L', 'D2', 'Li', 'D2', 'y', 'R', 'Di', 'F', 'D', 'U2', 'y', 'R2', ' | ', 'U', 'F', 'Ui', 'Fi', 'R', 'U', 'Ri', ' | ', 'U', 'yi', 'Li', 'U', 'L', 'U2', 'L', 'U', 'Li', ' | ', 'Ui', 'F', 'U2', 'Fi', 'R', 'Ui', 'Ri', ' | ', 'U', 'F', 'Ui', 'Fi', 'U2', 'Li', 'Ui', 'L', ' | ', ' | ', 'R2', 'Ui', 'R', 'F', 'Ri', 'U', 'R2', 'Ui', 'Ri', 'Fi', 'R', ' | ', 'yi', 'L', 'U', 'L', 'Fi', 'Li', 'F', 'Ui', 'Li', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'Ui']
[' | ', 'F', 'Di', 'L', 'D', 'D2', 'L', 'D2', 'U2', 'R', 'y', 'Ri', 'Fi', 'Ui', 'y', 'R2', ' | ', 'Ui', 'Li', 'Ui', 'L', 'U2', 'F', 'U', 'Fi', ' | ', 'U', 'Fi', 'U2', 'F', 'Ui', 'yi', 'L', 'U', 'Li', ' | ', 'U', 'F', 'U', 'Fi', 'U', 'Li', 'Ui', 'L', ' | ', 'y', 'R', 'U', 'Ri', 'U', 'Fi', 'Ui', 'F', 'Ui', 'Fi', 'Ui', 'F', ' | ', ' | ', 'Ui', 'R', 'U', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', ' | ', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'U', 'M', 'U2', 'Mi', 'U', 'M']
[' | ', 'L', 'Di', 'Li', 'D', 'F', 'Ri', 'Fi', 'Ui', 'R', 'y', 'Ri', 'Fi', ' | ', 'U', 'Fi', 'U', 'F', 'Li', 'Ui', 'L', ' | ', 'U', 'L', 'Ui', 'Li', 'U2', 'Ri', 'Ui', 'R', ' | ', 'y', 'Ri', 'Ui', 'R', ' | ', 'U', 'F', 'Ui', 'Fi', 'Ui', 'Li', 'U', 'L', ' | ', ' | ', 'L', 'Fi', 'Li', 'F', 'U2', 'F', 'U2', 'Fi', ' | ', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi', 'Ui']
[' | ', 'Ui', 'L', 'Fi', 'Li', 'D2', 'L', 'D2', 'L', 'yi', 'L', 'L', 'Fi', 'Li', ' | ', 'U', 'R', 'U', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', 'Ui', 'y', 'R', 'U2', 'Ri', 'Ri', 'Ui', 'R', ' | ', 'U', 'L', 'U', 'Li', 'U', 'R', 'U', 'Ri', ' | ', 'Ui', 'L', 'U2', 'Li', 'U2', 'L', 'Ui', 'Li', ' | ', ' | ', 'U', 'F', 'R', 'Ui', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Fi', ' | ', 'U', 'R2', 'F', 'R', 'U', 'R', 'Ui', 'R2', 'Fi', 'R', 'U', 'R', 'U', 'Ri', 'U2', 'R', 'Ui']
[' | ', 'Ui', 'L', 'Fi', 'Li', 'Ri', 'yi', 'L2', 'U', 'L', 'Fi', 'Li', ' | ', 'U', 'F', 'U2', 'Fi', 'R', 'Ui', 'Ri', ' | ', 'U', 'y', 'R', 'Ui', 'Ri', 'Ui', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'L', 'U', 'Li', 'U2', 'L', 'Ui', 'Li', ' | ', 'U2', 'yi', 'L', 'U2', 'Li', 'Ui', 'L', 'U', 'Li', ' | ', ' | ', 'L2', 'Di', 'L', 'U2', 'Li', 'D', 'L', 'U2', 'L', ' | ', 'F', 'U', 'F', 'Ri', 'Fi', 'R', 'Ui', 'Fi', 'y', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'U2']
[' | ', 'F2', 'U', 'F', 'Ri', 'Fi', 'L', 'D', 'Li', 'Di', ' | ', 'L', 'Ui', 'Li', 'Li', 'U', 'L', ' | ', 'U', 'Fi', 'U2', 'F', 'U2', 'Ri', 'U', 'R', ' | ', 'Fi', 'U', 'F', 'U2', 'L', 'Ui', 'Li', 'U', 'Fi', 'U', 'F', ' | ', 'L', 'U', 'Li', 'U', 'L', 'U', 'Li', ' | ', ' | ', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U', 'L', 'F', 'R', 'U', 'Ri', 'Fi', ' | ']
[' | ', 'U', 'F2', 'D2', 'Li', 'D2', 'U', 'yi', 'L2', 'F', ' | ', 'Ui', 'y', 'R', 'Ui', 'Ri', 'Ui', 'F', 'U', 'Fi', ' | ', 'U', 'Fi', 'U2', 'F', 'R', 'U', 'Ri', ' | ', 'Ri', 'U', 'R', 'U2', 'L', 'Ui', 'Li', ' | ', 'U', 'Ri', 'U2', 'R', 'U2', 'Ri', 'U', 'R', ' | ', ' | ', 'Ri', 'U', 'L', 'Ui', 'R', 'U', 'Li', ' | ', 'R2', 'F', 'R', 'U', 'R', 'Ui', 'R2', 'Fi', 'R', 'U', 'R', 'U', 'Ri', 'U2', 'R', 'Ui']
[' | ', 'L', 'D2', 'y', 'R', 'D2', 'D', 'Ri', 'Di', 'R', 'Di', 'F', 'D', 'U2', 'yi', 'L2', ' | ', 'Ui', 'Ri', 'Ui', 'R', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U', 'L', 'U', 'Li', 'U', 'F', 'U', 'Fi', ' | ', 'Ui', 'y', 'Ri', 'Ui', 'R', 'U', 'F', 'U', 'Fi', ' | ', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'U', 'R', ' | ', ' | ', 'Ui', 'yi', 'L', 'F', 'U', 'Fi', 'Ui', 'Li', ' | ', 'U2', 'M2', 'U', 'M', 'Ui', 'Mi', 'Ui', 'Mi', 'U', 'Mi', 'U', 'Mi', 'Ui', 'M']
[' | ', 'R', 'D', 'Ri', 'Di', 'y', 'R', 'F', 'yi', 'L', 'D', 'Li', 'Di', 'D', 'Fi', 'Di', ' | ', 'Ri', 'U', 'R', 'U', 'yi', 'L', 'U', 'Li', ' | ', 'Ui', 'R', 'U', 'Ri', 'U', 'Ri', 'Ui', 'R', ' | ', 'U', 'Li', 'U', 'L', 'R', 'Ui', 'Ri', ' | ', 'U2', 'F', 'Ui', 'Fi', 'U', 'F', 'U', 'Fi', ' | ', ' | ', 'F', 'U2', 'Fi', 'L', 'Fi', 'Li', 'F', 'Ui', 'F', 'Ui', 'Fi', ' | ', 'Ui', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'Mi', 'Ui']
[' | ', 'Ui', 'R2', 'U', 'R', 'y', 'Ri', 'Fi', 'U', 'yi', 'L2', ' | ', 'U', 'L', 'U', 'Li', 'U', 'F', 'Ui', 'Fi', ' | ', 'U', 'y', 'Ri', 'Ui', 'R', 'F', 'Ui', 'Fi', ' | ', 'Ri', 'U', 'R', 'Ui', 'y', 'R', 'U', 'Ri', ' | ', 'Li', 'Ui', 'L', 'U', 'Li', 'U', 'L', 'Ui', 'F', 'U', 'Fi', ' | ', ' | ', 'U2', 'R', 'U', 'Ri', 'U', 'Ri', 'F', 'R', 'Fi', 'R', 'U2', 'Ri', ' | ', 'Ui', 'Mi', 'U', 'Mi', 'U2', 'M', 'U', 'M2', 'U', 'Mi', 'Ui']
[' | ', 'F2', 'D2', 'F', 'D2', 'L', ' | ', 'Ui', 'Ri', 'U', 'R', 'U2', 'R', 'U', 'Ri', ' | ', 'U2', 'Li', 'U2', 'L', 'F', 'U', 'Fi', ' | ', 'Ui', 'L', 'U', 'Li', 'Ui', 'y', 'Ri', 'Ui', 'R', ' | ', 'U', 'R', 'U2', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', ' | ', 'U', 'L', 'F', 'Ui', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Li', ' | ', 'Ui', 'Fi', 'Ui', 'F', 'U', 'M', 'Ui', 'Fi', 'U', 'F', 'Mi', 'U2']
[' | ', 'Di', 'R', 'D', 'L', ' | ', 'U2', 'R', 'Ui', 'Ri', 'U2', 'Li', 'Ui', 'L', ' | ', 'yi', 'L', 'Ui', 'Li', 'U', 'F', 'U', 'Fi', ' | ', 'U', 'y', 'R', 'U2', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'Ri', 'Ui', 'R', ' | ', ' | ', 'yi', 'Li', 'F', 'D2', 'Fi', 'L', 'U2', 'Li', 'F', 'D2', 'Fi', 'L', ' | ', 'U2', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi', 'U']
[' | ', 'L', 'Fi', 'Li', 'U', 'R', 'y', 'Ri', 'Fi', 'Di', 'R', 'D', ' | ', 'yi', 'L', 'U2', 'Li', 'U2', 'F', 'U', 'Fi', ' | ', 'Ui', 'L', 'U', 'Li', 'U', 'Ri', 'Ui', 'R', ' | ', 'R', 'Ui', 'Ri', 'y', 'Ri', 'Ui', 'R', ' | ', 'U2', 'F', 'U', 'Fi', 'U2', 'Li', 'U', 'L', ' | ', ' | ', 'Ui', 'y', 'R', 'U', 'Ri', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'Ui', 'L', ' | ', 'Ui', 'L', 'U', 'Li', 'Ui', 'Mi', 'U', 'L', 'Ui', 'Li', 'M', 'U2']
[' | ', 'U', 'F2', 'R2', 'U2', 'R', 'y', 'Ri', 'Fi', 'yi', 'L2', ' | ', 'U2', 'Ri', 'Ui', 'R', 'F', 'U', 'Fi', ' | ', 'Ui', 'y', 'Ri', 'U2', 'R', 'U', 'Li', 'Ui', 'L', ' | ', 'Ri', 'U2', 'R', 'R', 'U', 'Ri', ' | ', 'U', 'Ri', 'U', 'R', 'U2', 'Ri', 'Ui', 'R', ' | ', ' | ', 'U', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U', 'Li', 'Di', 'L', 'U', 'Li', 'D', 'L2', ' | ', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'U', 'M', 'U2', 'Mi', 'U', 'M', 'U']
[' | ', 'Di', 'Li', 'D', 'F', 'Ri', 'Fi', 'R', 'y', 'Ri', 'Fi', 'Ui', 'y', 'R2', ' | ', 'Ui', 'L', 'U', 'Li', ' | ', 'Ui', 'Fi', 'Ui', 'F', ' | ', 'U', 'Li', 'U2', 'L', 'y', 'R', 'U', 'Ri', ' | ', 'U', 'L', 'Ui', 'Li', ' | ', ' | ', 'Ri', 'U', 'Li', 'U2', 'R', 'Ui', 'Ri', 'U2', 'R', 'L', ' | ', 'U', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2', 'Ui']
[' | ', 'L', 'Fi', 'Li', 'Di', 'F', 'D', 'D', 'Li', 'Di', 'Li', ' | ', 'Ui', 'R', 'U', 'Ri', 'L', 'U', 'Li', ' | ', 'Ui', 'y', 'R', 'Ui', 'Ri', 'L', 'Ui', 'Li', ' | ', 'U2', 'Fi', 'Ui', 'F', 'Ui', 'Li', 'U', 'L', ' | ', 'Ui', 'Fi', 'U2', 'F', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'Fi', 'U', 'y', 'Ri', 'U2', 'L', 'Ui', 'Li', 'U2', 'L', 'R', ' | ', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'M', 'U2', 'Mi', 'Ui', 'M']
[' | ', 'L', 'D2', 'y', 'R', 'D2', 'Di', 'L', 'D', 'Di', 'F', 'D', 'U', 'yi', 'L2', ' | ', 'Ui', 'F', 'U', 'Fi', 'U2', 'Fi', 'Ui', 'F', ' | ', 'U2', 'yi', 'Li', 'Ui', 'L', 'U2', 'Li', 'U', 'L', ' | ', 'U', 'L', 'Ui', 'Li', 'U', 'L', 'Ui', 'Li', ' | ', 'Fi', 'U', 'F', 'R', 'U', 'Ri', ' | ', ' | ', 'yi', 'L', 'Fi', 'Li', 'F', 'U2', 'F', 'U2', 'Fi', ' | ', 'U2', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2', 'U2']
[' | ', 'F2', 'y', 'R', 'F', 'Di', 'F', 'D', 'U', 'R', 'y', 'Ri', 'Fi', ' | ', 'U', 'Li', 'U', 'L', 'Ui', 'yi', 'L', 'Ui', 'Li', ' | ', 'Li', 'Ui', 'L', 'U2', 'Li', 'U', 'L', ' | ', 'Ui', 'Fi', 'Ui', 'F', 'U', 'y', 'R', 'U', 'Ri', ' | ', 'F', 'Ui', 'Fi', 'Ui', 'Li', 'U', 'L', ' | ', ' | ', 'L', 'F', 'U', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Li', ' | ']
[' | ', 'D2', 'y', 'Ri', 'D2', 'F', 'Di', 'L', 'D', 'R', 'Di', 'F', 'D', 'D2', 'F', 'D2', ' | ', 'Fi', 'U', 'F', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U2', 'R', 'U', 'Ri', 'L', 'Ui', 'Li', ' | ', 'U', 'Li', 'Ui', 'L', 'U2', 'Li', 'U', 'L', ' | ', 'U2', 'Fi', 'U', 'F', 'Ui', 'Fi', 'U', 'F', ' | ', ' | ', 'L2', 'Di', 'L', 'U2', 'Li', 'D', 'L', 'U2', 'L', ' | ', 'U2', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2', 'Ui']
[' | ', 'Di', 'Li', 'D', 'D2', 'Li', 'D2', 'y', 'R', 'Di', 'F', 'D', 'yi', 'L2', ' | ', 'U', 'F', 'Ui', 'Fi', 'R', 'U', 'Ri', ' | ', 'U2', 'yi', 'Li', 'U', 'L', 'Ui', 'Li', 'Ui', 'L', ' | ', 'U', 'Fi', 'U', 'F', 'U', 'y', 'Ri', 'Ui', 'R', ' | ', 'U', 'Li', 'U', 'L', 'U', 'F', 'Ui', 'Fi', ' | ', ' | ', 'F', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'Fi', ' | ', 'U2', 'Mi', 'U', 'M', 'U', 'Mi', 'U2', 'Mi', 'U', 'Mi', 'U', 'M', 'U', 'Mi', 'U', 'Mi', 'U2']
[' | ', 'U2', 'L', 'Fi', 'Li', 'Di', 'Fi', 'D', 'y', 'R', 'Di', 'F', 'D', 'D2', 'Fi', 'D2', ' | ', 'U', 'L', 'Ui', 'Li', ' | ', 'U', 'Ri', 'U2', 'R', 'R', 'U', 'Ri', ' | ', 'F', 'Ui', 'Fi', 'U', 'Ri', 'U', 'R', ' | ', 'Li', 'U', 'L', 'F', 'Ui', 'Fi', 'U2', 'F', 'U', 'Fi', ' | ', ' | ', 'Fi', 'U', 'y', 'R', 'Ui', 'L', 'U', 'Ri', ' | ', 'Ui', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'Mi', 'Ui']
[' | ', 'F2', 'D2', 'Li', 'D2', 'Di', 'Ri', 'D', 'yi', 'L', 'Fi', 'Li', ' | ', 'U', 'L', 'Ui', 'Li', ' | ', 'Ui', 'Fi', 'U', 'F', ' | ', 'U2', 'Ri', 'U', 'R', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U2', 'F', 'U', 'Fi', ' | ', ' | ', 'Li', 'U2', 'L', 'U2', 'L', 'Fi', 'Li', 'F', ' | ', 'U', 'F', 'U', 'F', 'Ri', 'Fi', 'R', 'Ui', 'Fi', 'y', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'U2']
